country,order_value_eur,cost,date,category,customer_name,sales_manager,sales_rep,device_type,order_id,profit,profit_margin,year,month,weekday
Portugal,157942.65,136620.39,2020-06-23,Electronics,Hessel-Stiedemann,Celine Tumasian,Brynn Dempster,Pc,95-6123269,21322.2599999999,13.5000014245677,2020,6,Tuesday
Netherlands,172453.1,145688.38,2020-06-24,Outdoors,Kirlin And Sons,Denice Amberg,Nero Harbisher,Pc,60-6986682,26764.72,15.519999350548,2020,6,Wednesday
France,203604.46,175344.16,2019-06-26,Electronics,Kirlin And Sons,Othello Bowes,Crysta Halls,Mobile,29-5478106,28260.2999999999,13.8800004675732,2019,6,Wednesday
Sweden,251587.2,201848.41,2019-06-14,Smartphones,"Schowalter, Lesch And Beahan",Maxie Marrow,Alyosha Meah,Mobile,49-2256360,49738.79,19.7700002225868,2019,6,Friday
Sweden,19930.04,16543.93,2019-09-03,Smartphones,Johns And Sons,Maxie Marrow,Anita Woakes,Tablet,59-2480731,3386.11,16.9899809533749,2019,9,Tuesday
Bulgaria,149372.32,130611.16,2020-12-20,Electronics,"Abbott, Roberts And Torp",Charil Alpe,Shermy Mcgready,Mobile,63-6848448,18761.16,12.5599977291642,2020,12,Sunday
Sweden,25907.52,22454.05,2019-02-19,Books,"Farrell, Swaniawski And Crist",Maxie Marrow,Alyosha Meah,Pc,14-5110197,3453.47,13.3299906745223,2019,2,Tuesday
Portugal,64762.89,54238.92,2019-06-02,Electronics,Schoen-Keeling,Celine Tumasian,Hortense Gerring,Pc,42-2646312,10523.97,16.2500005790353,2019,6,Sunday
Finland,65211.07,56883.62,2020-10-28,Games,Hilll-Vandervort,Hube Corey,Mellicent Mattys,Pc,60-8083173,8327.44999999999,12.7699944196591,2020,10,Wednesday
Spain,42475.6,35802.68,2019-02-13,Books,Johns And Sons,Emalia Dinse,Perri Aldersley,Pc,76-1827989,6672.91999999999,15.7100076279087,2019,2,Wednesday
Portugal,172340.86,136562.9,2020-09-04,Beauty,Tromp Llc,Celine Tumasian,Hortense Gerring,Pc,36-4321653,35777.9599999999,20.7599985284975,2020,9,Friday
Ireland,165709.19,138102.04,2020-09-10,Smartphones,Considine-Fisher,Glenine Suttaby,Bunnie Tonbridge,Pc,18-7046062,27607.1499999999,16.6599993639459,2020,9,Thursday
Italy,118409.59,96030.18,2020-06-10,Games,"Bashirian, Okuneva And Bechtelar",Piggy Roscrigg,Joshua Prevost,Pc,73-4380400,22379.41,18.8999978802392,2020,6,Wednesday
France,58416.11,48076.46,2020-05-16,Appliances,Stehr Llc,Othello Bowes,Maighdiln Upcraft,Pc,47-5051773,10339.65,17.6999974835708,2020,5,Saturday
France,78629.19,63359.4,2019-02-21,Appliances,Johns And Sons,Othello Bowes,Amelina Piscopiello,Mobile,92-3687989,15269.79,19.4200016558736,2019,2,Thursday
Sweden,64842.92,56439.28,2019-09-29,Appliances,Larkin-Collier,Maxie Marrow,Alyosha Meah,Mobile,60-9753536,8403.64,12.9599962493977,2019,9,Sunday
Belgium,76183.74,61617.41,2019-03-06,Clothing,"Hermiston, Simonis And Wisoky",Lambert Norheny,Collin Mackness,Mobile,39-5658730,14566.33,19.1199985718737,2019,3,Wednesday
Sweden,131839.16,115372.45,2020-04-27,Books,Mcglynn-Prosacco,Maxie Marrow,Madelon Bront,Pc,73-8632957,16466.71,12.489999177786,2020,4,Monday
Portugal,147092.62,117806.48,2020-10-31,Clothing,"Fisher, Morar And Skiles",Celine Tumasian,Hortense Gerring,Pc,16-0987104,29286.14,19.9099995635403,2020,10,Saturday
Finland,62011.86,49324.23,2019-01-17,Beauty,Johns And Sons,Hube Corey,Mellicent Mattys,Tablet,76-0164425,12687.6299999999,20.4600055537763,2019,1,Thursday
Portugal,56763.04,47663.92,2019-11-08,Smartphones,Kirlin And Sons,Celine Tumasian,Aurelie Wren,Mobile,87-7908481,9099.12,16.0300082588952,2019,11,Friday
Portugal,78057.96,67161.07,2020-11-29,Beauty,"Swaniawski, Runolfsson And Green",Celine Tumasian,Hortense Gerring,Tablet,30-7149594,10896.89,13.9599984421832,2020,11,Sunday
Uk,96358.45,80700.2,2019-12-06,Outdoors,Stamm-Zulauf,Jessamine Apark,Genevra Charrisson,Pc,75-7848944,15658.25,16.2500019458594,2019,12,Friday
France,40535.64,35480.85,2019-01-13,Electronics,Kihn Inc,Othello Bowes,Crysta Halls,Pc,72-2796883,5054.79,12.4699893723153,2019,1,Sunday
France,96795.99,81395.75,2019-06-21,Appliances,Connelly-Mohr,Othello Bowes,Avrit Chanders,Pc,32-3124563,15400.24,15.9099979245008,2019,6,Friday
Portugal,122035.93,97897.22,2020-06-21,Accessories,Larkin-Collier,Celine Tumasian,Aurelie Wren,Pc,83-7592334,24138.7099999999,19.7800024959862,2020,6,Sunday
Sweden,89502.53,72488.1,2020-10-31,Clothing,Gleichner-Green,Maxie Marrow,Tarrah Castelletti,Pc,61-3721294,17014.4299999999,19.0099989352256,2020,10,Saturday
Portugal,223233.32,179100.09,2019-06-28,Games,Romaguera-Dietrich,Celine Tumasian,Corene Shirer,Pc,43-8355995,44133.23,19.7700011808273,2019,6,Friday
Finland,33190.03,28397.39,2020-08-18,Electronics,Homenick-Marvin,Hube Corey,Wat Bowkley,Tablet,49-2458036,4792.63999999999,14.4399989996996,2020,8,Tuesday
Portugal,82357.57,65474.27,2019-02-19,Books,Kihn Inc,Celine Tumasian,Aurelie Wren,Pc,13-9607758,16883.3,20.4999977536976,2019,2,Tuesday
Ireland,46857.77,39116.87,2020-06-19,Games,Johns And Sons,Glenine Suttaby,Palm Wetherald,Mobile,61-0888460,7740.89999999999,16.5199923086395,2020,6,Friday
Uk,178560.1,150383.32,2020-02-07,Books,O'Connell-Mitchell,Jessamine Apark,Winny Agnolo,Mobile,25-2616039,28176.78,15.7799978830657,2020,2,Friday
Sweden,173944.47,139729.59,2020-11-09,Books,Johns And Sons,Maxie Marrow,Madelon Bront,Pc,46-2962443,34214.88,19.6700015815392,2020,11,Monday
Uk,176662.26,146859.34,2020-06-28,Electronics,Friesen-Rath,Jessamine Apark,Genevra Charrisson,Pc,44-9908550,29802.92,16.8699981535388,2020,6,Sunday
France,133754.65,106147.69,2020-09-18,Games,Armstrong-Little,Othello Bowes,Ora Grennan,Pc,52-3150154,27606.9599999999,20.640000179433,2020,9,Friday
Bulgaria,159294.28,130605.38,2020-09-08,Clothing,"Hamill, Kulas And Roob",Charil Alpe,Shermy Mcgready,Pc,37-9761957,28688.8999999999,18.0100001079762,2020,9,Tuesday
France,123562.02,102927.16,2020-04-22,Clothing,Mcglynn-Bergstrom,Othello Bowes,Amelina Piscopiello,Pc,67-6072579,20634.86,16.700002152765,2020,4,Wednesday
France,33013.08,26743.9,2020-11-28,Electronics,Romaguera-Dietrich,Othello Bowes,Amelina Piscopiello,Pc,89-0300778,6269.18,18.9899882107334,2020,11,Saturday
Portugal,105340.85,87285.43,2020-08-18,Books,"Farrell, Swaniawski And Crist",Celine Tumasian,Brynn Dempster,Pc,80-1894360,18055.42,17.1399983956841,2020,8,Tuesday
Spain,127143.54,105033.28,2019-03-10,Electronics,"Murray, Reichel And Nolan",Emalia Dinse,Bertha Walbrook,Pc,58-2235320,22110.2599999999,17.3899987368607,2019,3,Sunday
Portugal,56570.64,46993.23,2020-05-10,Books,Stamm Inc,Celine Tumasian,Smitty Culverhouse,Pc,68-9875936,9577.40999999999,16.9300011454705,2020,5,Sunday
France,75522.66,60448.34,2019-03-13,Smartphones,Corwin And Sons,Othello Bowes,Crysta Halls,Pc,75-8968627,15074.32,19.959996112425,2019,3,Wednesday
Portugal,87085.71,76548.34,2020-08-27,Outdoors,West-Cummings,Celine Tumasian,Smitty Culverhouse,Pc,86-9456489,10537.37,12.0999989550524,2020,8,Thursday
Uk,290010.79,234444.72,2019-12-25,Smartphones,Smith Group,Jessamine Apark,Genevra Charrisson,Pc,02-1124101,55566.0699999999,19.1600009089316,2019,12,Wednesday
Luxembourg,256603.66,209799.15,2019-07-27,Smartphones,O'Connell-Mitchell,Ilsa Kob,Jocelyn Laurentino,Tablet,85-9787047,46804.51,18.2400009415298,2019,7,Saturday
Uk,126074.62,100027.6,2020-07-11,Books,Gislason-Stanton,Jessamine Apark,Winny Agnolo,Pc,60-7663173,26047.0199999999,20.6600027824791,2020,7,Saturday
Sweden,94085.5,77498.23,2020-01-19,Electronics,"Zieme, Bailey And Herzog",Maxie Marrow,Caro Morfield,Pc,34-1570975,16587.27,17.6299961205499,2020,1,Sunday
Portugal,159216.47,137419.74,2020-06-26,Games,Johns And Sons,Celine Tumasian,Smitty Culverhouse,Pc,57-9765345,21796.73,13.6899970210368,2020,6,Friday
Portugal,74958.46,65806.03,2020-05-08,Electronics,Hessel-Stiedemann,Celine Tumasian,Smitty Culverhouse,Pc,31-8846200,9152.43,12.2100027135029,2020,5,Friday
Sweden,83897.88,69559.73,2019-03-18,Appliances,Franecki-White,Maxie Marrow,Anita Woakes,Mobile,48-6452102,14338.15,17.0900027509634,2019,3,Monday
Sweden,133055.04,105366.29,2019-10-11,Books,Hegmann Group,Maxie Marrow,Tarrah Castelletti,Pc,85-9541179,27688.75,20.8099971260014,2019,10,Friday
Sweden,94115.99,75669.26,2019-09-16,Appliances,"Swaniawski, Runolfsson And Green",Maxie Marrow,Tarrah Castelletti,Pc,93-2085046,18446.73,19.5999957074244,2019,9,Monday
Finland,125851.79,103777.39,2020-11-15,Games,Wunsch Llc,Hube Corey,Mellicent Mattys,Pc,03-6962760,22074.3999999999,17.5399968486741,2020,11,Sunday
Netherlands,60917.85,52736.58,2019-02-17,Smartphones,Smith Group,Denice Amberg,Nero Harbisher,Pc,15-3241183,8181.26999999999,13.4300045060684,2019,2,Sunday
France,101318.72,86657.9,2019-04-13,Games,Hilll-Vandervort,Othello Bowes,Maighdiln Upcraft,Pc,54-5705354,14660.82,14.470001200173,2019,4,Saturday
Portugal,131610.37,106406.98,2020-04-30,Beauty,O'Connell-Mitchell,Celine Tumasian,Corene Shirer,Pc,29-1888759,25203.39,19.1500031494478,2020,4,Thursday
France,235042.75,187446.59,2019-12-25,Books,"Christiansen, Donnelly And Bechtelar",Othello Bowes,Maighdiln Upcraft,Pc,12-3815754,47596.16,20.2500013295453,2019,12,Wednesday
Ireland,58921.31,51715.23,2020-12-13,Games,Johns And Sons,Glenine Suttaby,Bunnie Tonbridge,Pc,30-4823900,7206.07999999999,12.2300064272162,2020,12,Sunday
Portugal,101846.87,88066.99,2019-07-01,Clothing,Corwin And Sons,Celine Tumasian,Aurelie Wren,Pc,72-9074281,13779.8799999999,13.5299985164001,2019,7,Monday
France,95307.21,78533.14,2020-03-26,Books,Armstrong-Little,Othello Bowes,Amelina Piscopiello,Pc,52-0213558,16774.07,17.6000010912081,2020,3,Thursday
France,232217.05,191439.74,2019-06-20,Beauty,Hessel-Stiedemann,Othello Bowes,Maighdiln Upcraft,Mobile,19-6334792,40777.31,17.5599982860862,2019,6,Thursday
Portugal,75912.59,60145.55,2019-10-14,Outdoors,Wisoky Inc,Celine Tumasian,Corene Shirer,Mobile,35-4712641,15767.0399999999,20.7699934885636,2019,10,Monday
Portugal,57367.93,46255.76,2019-10-28,Clothing,Friesen-Rath,Celine Tumasian,Aurelie Wren,Mobile,03-3542738,11112.1699999999,19.3700034147998,2019,10,Monday
Portugal,158240.24,136561.33,2020-11-23,Books,Hessel-Stiedemann,Celine Tumasian,Brynn Dempster,Pc,81-9457605,21678.91,13.6999981799825,2020,11,Monday
Portugal,97291.62,76899.3,2020-02-01,Clothing,Johns And Sons,Celine Tumasian,Hortense Gerring,Pc,63-0813030,20392.3199999999,20.9599963491202,2020,2,Saturday
Portugal,83904.32,69011.3,2020-07-06,Games,"Hartmann, Hane And Pfannerstill",Celine Tumasian,Corene Shirer,Pc,00-7326184,14893.02,17.7500038138679,2020,7,Monday
Uk,133696.86,109310.55,2020-01-27,Books,Hilll-Vandervort,Jessamine Apark,Winny Agnolo,Pc,22-0156233,24386.3099999999,18.2400020464205,2020,1,Monday
Uk,146076.81,123230.4,2019-07-27,Appliances,Johns And Sons,Jessamine Apark,Genevra Charrisson,Pc,94-0623186,22846.41,15.6399978887819,2019,7,Saturday
France,56118.05,47711.57,2020-02-03,Beauty,Altenwerth-Konopelski,Othello Bowes,Amelina Piscopiello,Pc,08-0446109,8406.48,14.9799930681839,2020,2,Monday
France,46296.26,40319.41,2020-05-15,Games,Wisoky Inc,Othello Bowes,Amelina Piscopiello,Tablet,77-3489084,5976.84999999999,12.9100061214447,2020,5,Friday
Belgium,118061.05,101131.1,2020-02-07,Appliances,Johns And Sons,Lambert Norheny,Collin Mackness,Mobile,59-2117058,16929.9499999999,14.3399961291213,2020,2,Friday
Finland,74480.56,60023.88,2020-06-03,Clothing,Homenick-Marvin,Hube Corey,Wat Bowkley,Pc,31-1849120,14456.68,19.4100044360568,2020,6,Wednesday
Spain,87205.01,69171.01,2020-06-18,Games,Johns And Sons,Emalia Dinse,Manuel Goudie,Tablet,45-3085595,18034.0,20.6800045089152,2020,6,Thursday
Portugal,107716.72,86679.64,2020-01-18,Accessories,"Jacobson, Marvin And Brown",Celine Tumasian,Brynn Dempster,Mobile,61-3294149,21037.08,19.5300042556067,2020,1,Saturday
